,title,cast,director,keywords,genres,fea
77,Inside Out,"['amypoehler', 'phyllissmith', 'richardkind', 'billhader', 'lewisblack']",petedocter,"['dream', 'cartoon', 'imaginaryfriend', 'animation', 'family']","['drama', 'comedy', 'animation', 'family']",dream cartoon imaginaryfriend animation family amypoehler phyllissmith richardkind billhader lewisblack petedocter drama comedy animation family
78,The Jungle Book,"['neelsethi', 'billmurray', 'benkingsley', 'idriselba', 'scarlettjohansson']",jonfavreau,"['basedonnovel', 'snake', 'wolf', 'elephant', 'tiger']","['family', 'adventure', 'drama', 'fantasy']",basedonnovel snake wolf elephant tiger neelsethi billmurray benkingsley idriselba scarlettjohansson jonfavreau family adventure drama fantasy
79,Iron Man 2,"['robertdowneyjr.', 'gwynethpaltrow', 'doncheadle', 'scarlettjohansson', 'mickeyrourke']",jonfavreau,"['malibu', 'marvelcomic', 'superhero', 'basedoncomicbook', 'revenge']","['adventure', 'action', 'sciencefiction']",malibu marvelcomic superhero basedoncomicbook revenge robertdowneyjr. gwynethpaltrow doncheadle scarlettjohansson mickeyrourke jonfavreau adventure action sciencefiction
80,Snow White and the Huntsman,"['kristenstewart', 'charlizetheron', 'chrishemsworth', 'samclaflin', 'ianmcshane']",rupertsanders,"['queen', 'magic', 'fairytale', 'immortality', 'forest']","['adventure', 'fantasy', 'drama']",queen magic fairytale immortality forest kristenstewart charlizetheron chrishemsworth samclaflin ianmcshane rupertsanders adventure fantasy drama
81,Maleficent,"['angelinajolie', 'ellefanning', 'sharltocopley', 'samriley', 'junotemple']",robertstromberg,"['fairytale', 'villain', 'sleepingbeauty', 'darkfantasy', 'basedonfairytale']","['fantasy', 'adventure', 'action', 'family', 'romance']",fairytale villain sleepingbeauty darkfantasy basedonfairytale angelinajolie ellefanning sharltocopley samriley junotemple robertstromberg fantasy adventure action family romance
82,Dawn of the Planet of the Apes,"['andyserkis', 'jasonclarke', 'garyoldman', 'kerirussell', 'tobykebbell']",mattreeves,"['leader', 'colony', 'post-apocalyptic', 'dystopia', 'forest']","['sciencefiction', 'action', 'drama', 'thriller']",leader colony post-apocalyptic dystopia forest andyserkis jasonclarke garyoldman kerirussell tobykebbell mattreeves sciencefiction action drama thriller
83,The Lovers,"['joshhartnett', 'simonekessell', 'tamsinegerton', 'aliceenglert', 'bipashabasu']",rolandjoffé,[],"['action', 'adventure', 'sciencefiction', 'romance']", joshhartnett simonekessell tamsinegerton aliceenglert bipashabasu rolandjoffé action adventure sciencefiction romance
84,47 Ronin,"['keanureeves', 'hiroyukisanada', 'koushibasaki', 'tadanobuasano', 'mintanaka']",carlrinsch,"['japan', 'suicide', 'samurai', 'basedontruestory', 'samuraisword']","['drama', 'action', 'adventure', 'fantasy']",japan suicide samurai basedontruestory samuraisword keanureeves hiroyukisanada koushibasaki tadanobuasano mintanaka carlrinsch drama action adventure fantasy
85,Captain America: The Winter Soldier,"['chrisevans', 'samuell.jackson', 'scarlettjohansson', 'robertredford', 'sebastianstan']",anthonyrusso,"['washingtond.c.', 'future', 'shield', 'marvelcomic', 'superhero']","['action', 'adventure', 'sciencefiction']",washingtond.c. future shield marvelcomic superhero chrisevans samuell.jackson scarlettjohansson robertredford sebastianstan anthonyrusso action adventure sciencefiction
86,Shrek Forever After,"['mikemyers', 'eddiemurphy', 'camerondiaz', 'antoniobanderas', 'julieandrews']",mikemitchell,"['ogre', '3d']","['comedy', 'adventure', 'fantasy', 'animation', 'family']",ogre 3d mikemyers eddiemurphy camerondiaz antoniobanderas julieandrews mikemitchell comedy adventure fantasy animation family
87,Tomorrowland,"['brittrobertson', 'georgeclooney', 'raffeycassidy', 'thomasrobinson', 'hughlaurie']",bradbird,"['inventor', 'apocalypse', 'destiny', 'imax', 'dreamer']","['adventure', 'family', 'mystery', 'sciencefiction']",inventor apocalypse destiny imax dreamer brittrobertson georgeclooney raffeycassidy thomasrobinson hughlaurie bradbird adventure family mystery sciencefiction
88,Big Hero 6,"['scottadsit', 'ryanpotter', 'danielhenney', 't.j.miller', 'jamiechung']",chriswilliams,"['brotherbrotherrelationship', 'hero', 'talent', 'revenge', 'bestfriend']","['adventure', 'family', 'animation', 'action', 'comedy']",brotherbrotherrelationship hero talent revenge bestfriend scottadsit ryanpotter danielhenney t.j.miller jamiechung chriswilliams adventure family animation action comedy
89,Wreck-It Ralph,"['johnc.reilly', 'sarahsilverman', 'jackmcbrayer', 'janelynch', 'alantudyk']",richmoore,"['supportgroup', 'productplacement', 'bullying', 'racing', 'arcade']","['family', 'animation', 'comedy', 'adventure']",supportgroup productplacement bullying racing arcade johnc.reilly sarahsilverman jackmcbrayer janelynch alantudyk richmoore family animation comedy adventure
90,The Polar Express,"['tomhanks', 'michaeljeter', 'nonagaye', 'peterscolari', 'eddiedeezen']",robertzemeckis,"['santaclaus', 'nerd', 'faith', 'gift', 'bell']","['adventure', 'animation', 'family', 'fantasy']",santaclaus nerd faith gift bell tomhanks michaeljeter nonagaye peterscolari eddiedeezen robertzemeckis adventure animation family fantasy
91,Independence Day: Resurgence,"['liamhemsworth', 'jeffgoldblum', 'billpullman', 'maikamonroe', 'selaward']",rolandemmerich,"['alternatehistory', 'alieninvasion']","['action', 'adventure', 'sciencefiction']",alternatehistory alieninvasion liamhemsworth jeffgoldblum billpullman maikamonroe selaward rolandemmerich action adventure sciencefiction
92,How to Train Your Dragon,"['jaybaruchel', 'gerardbutler', 'craigferguson', 'americaferrera', 'jonahhill']",chrissanders,"['flying', 'blacksmith', 'arena', 'island', 'night']","['fantasy', 'adventure', 'animation', 'family']",flying blacksmith arena island night jaybaruchel gerardbutler craigferguson americaferrera jonahhill chrissanders fantasy adventure animation family
93,Terminator 3: Rise of the Machines,"['arnoldschwarzenegger', 'nickstahl', 'clairedanes', 'kristannaloken', 'davidandrews']",jonathanmostow,"['savingtheworld', 'artificialintelligence', 'manvsmachine', 'cyborg', 'killerrobot']","['action', 'thriller', 'sciencefiction']",savingtheworld artificialintelligence manvsmachine cyborg killerrobot arnoldschwarzenegger nickstahl clairedanes kristannaloken davidandrews jonathanmostow action thriller sciencefiction
94,Guardians of the Galaxy,"['chrispratt', 'zoesaldana', 'davebautista', 'vindiesel', 'bradleycooper']",jamesgunn,"['marvelcomic', 'spaceship', 'space', 'outerspace', 'orphan']","['action', 'sciencefiction', 'adventure']",marvelcomic spaceship space outerspace orphan chrispratt zoesaldana davebautista vindiesel bradleycooper jamesgunn action sciencefiction adventure
95,Interstellar,"['matthewmcconaughey', 'jessicachastain', 'annehathaway', 'michaelcaine', 'caseyaffleck']",christophernolan,"['savingtheworld', 'artificialintelligence', 'fathersonrelationship', 'singleparent', 'nasa']","['adventure', 'drama', 'sciencefiction']",savingtheworld artificialintelligence fathersonrelationship singleparent nasa matthewmcconaughey jessicachastain annehathaway michaelcaine caseyaffleck christophernolan adventure drama sciencefiction
96,Inception,"['leonardodicaprio', 'josephgordon-levitt', 'ellenpage', 'tomhardy', 'kenwatanabe']",christophernolan,"['lossoflover', 'dream', 'kidnapping', 'sleep', 'subconsciousness']","['action', 'thriller', 'sciencefiction', 'mystery', 'adventure']",lossoflover dream kidnapping sleep subconsciousness leonardodicaprio josephgordon-levitt ellenpage tomhardy kenwatanabe christophernolan action thriller sciencefiction mystery adventure
97,Shin Godzilla,"['hirokihasegawa', 'yutakatakenouchi', 'satomiishihara', 'kengokora', 'matsuosatoru']",hideakianno,"['monster', 'godzilla', 'giantmonster', 'destruction', 'kaiju']","['action', 'adventure', 'drama', 'horror', 'sciencefiction']",monster godzilla giantmonster destruction kaiju hirokihasegawa yutakatakenouchi satomiishihara kengokora matsuosatoru hideakianno action adventure drama horror sciencefiction
98,The Hobbit: An Unexpected Journey,"['ianmckellen', 'martinfreeman', 'richardarmitage', 'andyserkis', 'cateblanchett']",peterjackson,"['riddle', 'elves', 'dwarves', 'orcs', 'middle-earth(tolkien)']","['adventure', 'fantasy', 'action']",riddle elves dwarves orcs middle-earth(tolkien) ianmckellen martinfreeman richardarmitage andyserkis cateblanchett peterjackson adventure fantasy action
99,The Fast and the Furious,"['paulwalker', 'vindiesel', 'michellerodriguez', 'jordanabrewster', 'rickyune']",robcohen,"['streetgang', 'carrace', 'undercover', 'auto-tuning', 'losangeles']","['action', 'crime', 'thriller']",streetgang carrace undercover auto-tuning losangeles paulwalker vindiesel michellerodriguez jordanabrewster rickyune robcohen action crime thriller
100,The Curious Case of Benjamin Button,"['cateblanchett', 'bradpitt', 'tildaswinton', 'juliaormond', 'ellefanning']",davidfincher,"['diary', 'navy', 'funeral', 'tea', 'travel']","['fantasy', 'drama', 'thriller', 'mystery', 'romance']",diary navy funeral tea travel cateblanchett bradpitt tildaswinton juliaormond ellefanning davidfincher fantasy drama thriller mystery romance
101,X-Men: First Class,"['jamesmcavoy', 'michaelfassbender', 'jenniferlawrence', 'kevinbacon', 'rosebyrne']",matthewvaughn,"['cia', 'mutant', 'mine', 'marvelcomic', 'superhero']","['action', 'sciencefiction', 'adventure']",cia mutant mine marvelcomic superhero jamesmcavoy michaelfassbender jenniferlawrence kevinbacon rosebyrne matthewvaughn action sciencefiction adventure
102,The Hunger Games: Mockingjay - Part 2,"['jenniferlawrence', 'joshhutcherson', 'liamhemsworth', 'woodyharrelson', 'elizabethbanks']",francislawrence,"['revolution', 'strongwoman', 'dystopia', 'gameofdeath', '3d']","['action', 'adventure', 'sciencefiction']",revolution strongwoman dystopia gameofdeath 3d jenniferlawrence joshhutcherson liamhemsworth woodyharrelson elizabethbanks francislawrence action adventure sciencefiction
103,The Sorcerer's Apprentice,"['nicolascage', 'jaybaruchel', 'monicabellucci', 'alfredmolina', 'teresapalmer']",jonturteltaub,"['witch', 'fire', 'wolf', 'fountain', 'magic']","['fantasy', 'adventure', 'action', 'comedy', 'drama']",witch fire wolf fountain magic nicolascage jaybaruchel monicabellucci alfredmolina teresapalmer jonturteltaub fantasy adventure action comedy drama
104,Poseidon,"['kurtrussell', 'richarddreyfuss', 'joshlucas', 'jacindabarrett', 'emmyrossum']",wolfgangpetersen,"[""newyear'seve"", 'fire', 'drowning', 'cataclysm', 'lossoffather']","['adventure', 'action', 'drama', 'thriller']",newyear'seve fire drowning cataclysm lossoffather kurtrussell richarddreyfuss joshlucas jacindabarrett emmyrossum wolfgangpetersen adventure action drama thriller
105,Alice Through the Looking Glass,"['johnnydepp', 'miawasikowska', 'annehathaway', 'helenabonhamcarter', 'alanrickman']",jamesbobin,"['basedonnovel', 'clock', 'queen', 'sequel', 'aliceinwonderland']",['fantasy'],basedonnovel clock queen sequel aliceinwonderland johnnydepp miawasikowska annehathaway helenabonhamcarter alanrickman jamesbobin fantasy
106,Shrek the Third,"['mikemyers', 'eddiemurphy', 'camerondiaz', 'julieandrews', 'antoniobanderas']",chrismiller,"['ambush', 'sadness', 'stage', 'liberationofprisoners', 'island']","['fantasy', 'adventure', 'animation', 'comedy', 'family']",ambush sadness stage liberationofprisoners island mikemyers eddiemurphy camerondiaz julieandrews antoniobanderas chrismiller fantasy adventure animation comedy family
107,Warcraft,"['paulapatton', 'travisfimmel', 'benfoster', 'robertkazinsky', 'dominiccooper']",duncanjones,"['videogame', 'elves', 'orcs', 'magic', 'chase']","['action', 'adventure', 'fantasy']",videogame elves orcs magic chase paulapatton travisfimmel benfoster robertkazinsky dominiccooper duncanjones action adventure fantasy
108,Terminator Genisys,"['arnoldschwarzenegger', 'jasonclarke', 'emiliaclarke', 'jaicourtney', 'j.k.simmons']",alantaylor,"['savingtheworld', 'artificialintelligence', 'cyborg', 'killerrobot', 'future']","['sciencefiction', 'action', 'thriller', 'adventure']",savingtheworld artificialintelligence cyborg killerrobot future arnoldschwarzenegger jasonclarke emiliaclarke jaicourtney j.k.simmons alantaylor sciencefiction action thriller adventure
109,The Chronicles of Narnia: The Voyage of the Dawn Treader,"['skandarkeynes', 'georgiehenley', 'simonpegg', 'garysweet', 'arthurangel']",michaelapted,"['basedonnovel', 'magic', 'goodvsevil', 'king', 'narnia']","['adventure', 'family', 'fantasy']",basedonnovel magic goodvsevil king narnia skandarkeynes georgiehenley simonpegg garysweet arthurangel michaelapted adventure family fantasy
110,Pearl Harbor,"['benaffleck', 'joshhartnett', 'katebeckinsale', 'cubagoodingjr.', 'jonvoight']",michaelbay,"['nurse', 'patriotism', 'hawaii', 'worldwarii', 'pilot']","['history', 'romance', 'war']",nurse patriotism hawaii worldwarii pilot benaffleck joshhartnett katebeckinsale cubagoodingjr. jonvoight michaelbay history romance war
111,Transformers,"['shialabeouf', 'joshduhamel', 'meganfox', 'rachaeltaylor', 'tyresegibson']",michaelbay,"['destroy', 'transformation', 'alien', 'basedontoy', 'transformers']","['adventure', 'sciencefiction', 'action']",destroy transformation alien basedontoy transformers shialabeouf joshduhamel meganfox rachaeltaylor tyresegibson michaelbay adventure sciencefiction action
112,Alexander,"['colinfarrell', 'angelinajolie', 'valkilmer', 'jaredleto', 'jonathanrhysmeyers']",oliverstone,"['aristotle', 'egypt', 'greece', 'persia', 'elephant']","['war', 'history', 'action', 'adventure', 'drama']",aristotle egypt greece persia elephant colinfarrell angelinajolie valkilmer jaredleto jonathanrhysmeyers oliverstone war history action adventure drama
113,Harry Potter and the Order of the Phoenix,"['danielradcliffe', 'rupertgrint', 'emmawatson', 'michaelgambon', 'ralphfiennes']",davidyates,"['prophecy', 'witch', 'lossoflover', 'magic', 'cuttingthecord']","['adventure', 'fantasy', 'family', 'mystery']",prophecy witch lossoflover magic cuttingthecord danielradcliffe rupertgrint emmawatson michaelgambon ralphfiennes davidyates adventure fantasy family mystery
114,Harry Potter and the Goblet of Fire,"['danielradcliffe', 'rupertgrint', 'emmawatson', 'ralphfiennes', 'michaelgambon']",mikenewell,"['magic', 'dyinganddeath', 'broom', ""sorcerer'sapprentice"", 'schoolofwitchcraft']","['adventure', 'fantasy', 'family']",magic dyinganddeath broom sorcerer'sapprentice schoolofwitchcraft danielradcliffe rupertgrint emmawatson ralphfiennes michaelgambon mikenewell adventure fantasy family
115,Hancock,"['willsmith', 'charlizetheron', 'jasonbateman', 'jaehead', 'eddiemarsan']",peterberg,"['flying', 'alcohol', ""loveofone'slife"", 'forbiddenlove', 'lovers']","['fantasy', 'action']",flying alcohol loveofone'slife forbiddenlove lovers willsmith charlizetheron jasonbateman jaehead eddiemarsan peterberg fantasy action
116,I Am Legend,"['willsmith', 'alicebraga', 'charlietahan', 'sallirichardson-whitfield', 'willowsmith']",francislawrence,"['savingtheworld', 'lostcivilisation', 'post-apocalyptic', 'dystopia', 'matteroflifeanddeath']","['drama', 'horror', 'action', 'thriller', 'sciencefiction']",savingtheworld lostcivilisation post-apocalyptic dystopia matteroflifeanddeath willsmith alicebraga charlietahan sallirichardson-whitfield willowsmith francislawrence drama horror action thriller sciencefiction
117,Charlie and the Chocolate Factory,"['johnnydepp', 'freddiehighmore', 'davidkelly', 'annasophiarobb', 'juliawinter']",timburton,"['londonengland', 'fathersonrelationship', 'chocolate', 'factoryworker', 'basedonnovel']","['adventure', 'comedy', 'family', 'fantasy']",londonengland fathersonrelationship chocolate factoryworker basedonnovel johnnydepp freddiehighmore davidkelly annasophiarobb juliawinter timburton adventure comedy family fantasy
